date,mode,ridership,rank
2019-01-01,rail_lrt_kj,139634.0,1.0
2019-01-01,rail_mrt_kajang,114173.0,2.0
2019-01-01,rail_lrt_ampang,113357.0,3.0
2019-01-01,rail_monorail,35804.0,4.0
2019-01-02,rail_lrt_kj,274224.0,1.0
2019-01-02,rail_lrt_ampang,182715.0,2.0
2019-01-02,rail_mrt_kajang,169316.0,3.0
2019-01-02,rail_monorail,31859.0,4.0
2019-01-03,rail_lrt_kj,286469.0,1.0
2019-01-03,rail_lrt_ampang,187904.0,2.0
2019-01-03,rail_mrt_kajang,175304.0,3.0
2019-01-03,rail_monorail,31893.0,4.0
2019-01-04,rail_lrt_kj,304755.0,1.0
2019-01-04,rail_lrt_ampang,198420.0,2.0
2019-01-04,rail_mrt_kajang,187891.0,3.0
2019-01-04,rail_monorail,34121.0,4.0
2019-01-05,rail_lrt_kj,145036.0,1.0
2019-01-05,rail_lrt_ampang,120773.0,2.0
2019-01-05,rail_mrt_kajang,112660.0,3.0
2019-01-05,rail_monorail,29950.0,4.0
2019-01-06,rail_lrt_kj,120032.0,1.0
2019-01-06,rail_lrt_ampang,101145.0,2.0
2019-01-06,rail_mrt_kajang,95913.0,3.0
2019-01-06,rail_monorail,25342.0,4.0
2019-01-07,rail_lrt_kj,301290.0,1.0
2019-01-07,rail_lrt_ampang,197569.0,2.0
2019-01-07,rail_mrt_kajang,184365.0,3.0
2019-01-07,rail_monorail,31988.0,4.0
2019-01-08,rail_lrt_kj,304680.0,1.0
2019-01-08,rail_lrt_ampang,196879.0,2.0
2019-01-08,rail_mrt_kajang,185920.0,3.0
2019-01-08,rail_monorail,31792.0,4.0
2019-01-09,rail_lrt_kj,307069.0,1.0
2019-01-09,rail_lrt_ampang,197314.0,2.0
2019-01-09,rail_mrt_kajang,188770.0,3.0
2019-01-09,rail_monorail,32305.0,4.0
2019-01-10,rail_lrt_kj,310510.0,1.0
2019-01-10,rail_lrt_ampang,198876.0,2.0
2019-01-10,rail_mrt_kajang,189818.0,3.0
2019-01-10,rail_monorail,32057.0,4.0
2019-01-11,rail_lrt_kj,326471.0,1.0
2019-01-11,rail_lrt_ampang,209859.0,2.0
2019-01-11,rail_mrt_kajang,204378.0,3.0
2019-01-11,rail_monorail,33265.0,4.0
2019-01-12,rail_lrt_kj,152720.0,1.0
2019-01-12,rail_lrt_ampang,124608.0,2.0
2019-01-12,rail_mrt_kajang,123932.0,3.0
2019-01-12,rail_monorail,30671.0,4.0
2019-01-13,rail_lrt_kj,127805.0,1.0
2019-01-13,rail_mrt_kajang,108346.0,2.0
2019-01-13,rail_lrt_ampang,106718.0,3.0
2019-01-13,rail_monorail,27235.0,4.0
2019-01-14,rail_lrt_kj,306455.0,1.0
2019-01-14,rail_lrt_ampang,199162.0,2.0
2019-01-14,rail_mrt_kajang,192036.0,3.0
2019-01-14,rail_monorail,32172.0,4.0
2019-01-15,rail_lrt_kj,305742.0,1.0
2019-01-15,rail_lrt_ampang,195405.0,2.0
2019-01-15,rail_mrt_kajang,189880.0,3.0
2019-01-15,rail_monorail,31260.0,4.0
2019-01-16,rail_lrt_kj,311279.0,1.0
2019-01-16,rail_lrt_ampang,198901.0,2.0
2019-01-16,rail_mrt_kajang,194697.0,3.0
2019-01-16,rail_monorail,31612.0,4.0
2019-01-17,rail_lrt_kj,314277.0,1.0
2019-01-17,rail_lrt_ampang,201926.0,2.0
2019-01-17,rail_mrt_kajang,194701.0,3.0
2019-01-17,rail_monorail,31234.0,4.0
2019-01-18,rail_lrt_kj,330484.0,1.0
2019-01-18,rail_lrt_ampang,217270.0,2.0
2019-01-18,rail_mrt_kajang,212546.0,3.0
2019-01-18,rail_monorail,35981.0,4.0
2019-01-19,rail_lrt_kj,157194.0,1.0
2019-01-19,rail_lrt_ampang,130758.0,2.0
2019-01-19,rail_mrt_kajang,127306.0,3.0
2019-01-19,rail_monorail,30339.0,4.0
2019-01-20,rail_lrt_kj,125599.0,1.0
2019-01-20,rail_mrt_kajang,110488.0,2.0
2019-01-20,rail_lrt_ampang,105012.0,3.0
2019-01-20,rail_monorail,27159.0,4.0
2019-01-21,rail_lrt_kj,125094.0,1.0
2019-01-21,rail_mrt_kajang,106077.0,2.0
2019-01-21,rail_lrt_ampang,103443.0,3.0
2019-01-21,rail_monorail,23836.0,4.0
2019-01-22,rail_lrt_kj,304452.0,1.0
2019-01-22,rail_lrt_ampang,196298.0,2.0
2019-01-22,rail_mrt_kajang,189718.0,3.0
2019-01-22,rail_monorail,31245.0,4.0
2019-01-23,rail_lrt_kj,308968.0,1.0
2019-01-23,rail_lrt_ampang,197309.0,2.0
2019-01-23,rail_mrt_kajang,193904.0,3.0
2019-01-23,rail_monorail,31051.0,4.0
2019-01-24,rail_lrt_kj,313285.0,1.0
2019-01-24,rail_lrt_ampang,198692.0,2.0
2019-01-24,rail_mrt_kajang,193784.0,3.0
2019-01-24,rail_monorail,32338.0,4.0
2019-01-25,rail_lrt_kj,332682.0,1.0
2019-01-25,rail_lrt_ampang,215764.0,2.0
2019-01-25,rail_mrt_kajang,210356.0,3.0
2019-01-25,rail_monorail,36334.0,4.0
2019-01-26,rail_lrt_kj,161765.0,1.0
2019-01-26,rail_lrt_ampang,136301.0,2.0
2019-01-26,rail_mrt_kajang,133944.0,3.0
2019-01-26,rail_monorail,33508.0,4.0
2019-01-27,rail_lrt_kj,128906.0,1.0
2019-01-27,rail_mrt_kajang,114660.0,2.0
2019-01-27,rail_lrt_ampang,107763.0,3.0
2019-01-27,rail_monorail,27630.0,4.0
2019-01-28,rail_lrt_kj,311540.0,1.0
2019-01-28,rail_lrt_ampang,201365.0,2.0
2019-01-28,rail_mrt_kajang,193349.0,3.0
2019-01-28,rail_monorail,32889.0,4.0
2019-01-29,rail_lrt_kj,317389.0,1.0
2019-01-29,rail_lrt_ampang,201416.0,2.0
2019-01-29,rail_mrt_kajang,197553.0,3.0
2019-01-29,rail_monorail,33093.0,4.0
2019-01-30,rail_lrt_kj,320084.0,1.0
2019-01-30,rail_lrt_ampang,203261.0,2.0
2019-01-30,rail_mrt_kajang,200482.0,3.0
2019-01-30,rail_monorail,33103.0,4.0
2019-01-31,rail_lrt_kj,324593.0,1.0
2019-01-31,rail_lrt_ampang,216817.0,2.0
2019-01-31,rail_mrt_kajang,209858.0,3.0
2019-01-31,rail_monorail,35298.0,4.0
2019-02-01,rail_lrt_kj,176585.0,1.0
2019-02-01,rail_mrt_kajang,134808.0,2.0
2019-02-01,rail_lrt_ampang,133281.0,3.0
2019-02-01,rail_monorail,24817.0,4.0
2019-02-02,rail_lrt_kj,130286.0,1.0
2019-02-02,rail_lrt_ampang,116729.0,2.0
2019-02-02,rail_mrt_kajang,110338.0,3.0
2019-02-02,rail_monorail,27648.0,4.0
2019-02-03,rail_lrt_kj,119030.0,1.0
2019-02-03,rail_lrt_ampang,103011.0,2.0
2019-02-03,rail_mrt_kajang,97759.0,3.0
2019-02-03,rail_monorail,27508.0,4.0
2019-02-04,rail_lrt_kj,200211.0,1.0
2019-02-04,rail_lrt_ampang,139596.0,2.0
2019-02-04,rail_mrt_kajang,124890.0,3.0
2019-02-04,rail_monorail,32076.0,4.0
2019-02-05,rail_lrt_kj,142522.0,1.0
2019-02-05,rail_lrt_ampang,102683.0,2.0
2019-02-05,rail_mrt_kajang,98115.0,3.0
2019-02-05,rail_monorail,33484.0,4.0
2019-02-06,rail_lrt_kj,118858.0,1.0
2019-02-06,rail_lrt_ampang,96384.0,2.0
2019-02-06,rail_mrt_kajang,91478.0,3.0
2019-02-06,rail_monorail,27009.0,4.0
2019-02-07,rail_lrt_kj,229122.0,1.0
2019-02-07,rail_lrt_ampang,149863.0,2.0
2019-02-07,rail_mrt_kajang,142324.0,3.0
2019-02-07,rail_monorail,31452.0,4.0
2019-02-08,rail_lrt_kj,245190.0,1.0
2019-02-08,rail_lrt_ampang,157270.0,2.0
2019-02-08,rail_mrt_kajang,149732.0,3.0
2019-02-08,rail_monorail,31909.0,4.0
2019-02-09,rail_lrt_kj,134543.0,1.0
2019-02-09,rail_lrt_ampang,109346.0,2.0
2019-02-09,rail_mrt_kajang,104722.0,3.0
2019-02-09,rail_monorail,27174.0,4.0
2019-02-10,rail_lrt_kj,115661.0,1.0
2019-02-10,rail_lrt_ampang,99421.0,2.0
2019-02-10,rail_mrt_kajang,94513.0,3.0
2019-02-10,rail_monorail,22790.0,4.0
2019-02-11,rail_lrt_kj,303415.0,1.0
2019-02-11,rail_lrt_ampang,195601.0,2.0
2019-02-11,rail_mrt_kajang,187579.0,3.0
2019-02-11,rail_monorail,31101.0,4.0
2019-02-12,rail_lrt_kj,308682.0,1.0
2019-02-12,rail_lrt_ampang,195645.0,2.0
2019-02-12,rail_mrt_kajang,191843.0,3.0
2019-02-12,rail_monorail,31333.0,4.0
2019-02-13,rail_lrt_kj,307471.0,1.0
2019-02-13,rail_lrt_ampang,193979.0,2.0
2019-02-13,rail_mrt_kajang,190300.0,3.0
2019-02-13,rail_monorail,31183.0,4.0
2019-02-14,rail_lrt_kj,315114.0,1.0
2019-02-14,rail_mrt_kajang,199824.0,2.0
2019-02-14,rail_lrt_ampang,198331.0,3.0
2019-02-14,rail_monorail,33229.0,4.0
2019-02-15,rail_lrt_kj,326085.0,1.0
2019-02-15,rail_lrt_ampang,209305.0,2.0
2019-02-15,rail_mrt_kajang,205707.0,3.0
2019-02-15,rail_monorail,35781.0,4.0
2019-02-16,rail_lrt_kj,160601.0,1.0
2019-02-16,rail_lrt_ampang,132846.0,2.0
2019-02-16,rail_mrt_kajang,130475.0,3.0
2019-02-16,rail_monorail,30697.0,4.0
2019-02-17,rail_lrt_kj,132422.0,1.0
2019-02-17,rail_lrt_ampang,107138.0,2.0
2019-02-17,rail_mrt_kajang,104056.0,3.0
2019-02-17,rail_monorail,25363.0,4.0
2019-02-18,rail_lrt_kj,271155.0,1.0
2019-02-18,rail_lrt_ampang,196753.0,2.0
2019-02-18,rail_mrt_kajang,196520.0,3.0
2019-02-18,rail_monorail,35571.0,4.0
2019-02-19,rail_lrt_kj,294107.0,1.0
2019-02-19,rail_lrt_ampang,178768.0,2.0
2019-02-19,rail_mrt_kajang,157389.0,3.0
2019-02-19,rail_monorail,32237.0,4.0
2019-02-20,rail_lrt_kj,312133.0,1.0
2019-02-20,rail_lrt_ampang,199157.0,2.0
2019-02-20,rail_mrt_kajang,196053.0,3.0
2019-02-20,rail_monorail,32399.0,4.0
2019-02-21,rail_lrt_kj,313732.0,1.0
2019-02-21,rail_lrt_ampang,200226.0,2.0
2019-02-21,rail_mrt_kajang,197214.0,3.0
2019-02-21,rail_monorail,31764.0,4.0
2019-02-22,rail_lrt_kj,330890.0,1.0
2019-02-22,rail_lrt_ampang,212795.0,2.0
2019-02-22,rail_mrt_kajang,209391.0,3.0
2019-02-22,rail_monorail,35687.0,4.0
2019-02-23,rail_lrt_kj,156854.0,1.0
2019-02-23,rail_lrt_ampang,125301.0,2.0
2019-02-23,rail_mrt_kajang,122615.0,3.0
2019-02-23,rail_monorail,29840.0,4.0
2019-02-24,rail_lrt_kj,126762.0,1.0
2019-02-24,rail_mrt_kajang,104368.0,2.0
2019-02-24,rail_lrt_ampang,104184.0,3.0
2019-02-24,rail_monorail,25721.0,4.0
2019-02-25,rail_lrt_kj,308389.0,1.0
2019-02-25,rail_lrt_ampang,198840.0,2.0
2019-02-25,rail_mrt_kajang,191436.0,3.0
2019-02-25,rail_monorail,32058.0,4.0
2019-02-26,rail_lrt_kj,312558.0,1.0
2019-02-26,rail_lrt_ampang,197991.0,2.0
2019-02-26,rail_mrt_kajang,192901.0,3.0
2019-02-26,rail_monorail,31574.0,4.0
2019-02-27,rail_lrt_kj,313176.0,1.0
2019-02-27,rail_lrt_ampang,198505.0,2.0
2019-02-27,rail_mrt_kajang,195542.0,3.0
2019-02-27,rail_monorail,32549.0,4.0
2019-02-28,rail_lrt_kj,317961.0,1.0
2019-02-28,rail_lrt_ampang,201166.0,2.0
2019-02-28,rail_mrt_kajang,197248.0,3.0
2019-02-28,rail_monorail,33380.0,4.0
2019-03-01,rail_lrt_kj,336857.0,1.0
2019-03-01,rail_lrt_ampang,217456.0,2.0
2019-03-01,rail_mrt_kajang,213982.0,3.0
2019-03-01,rail_monorail,37968.0,4.0
2019-03-02,rail_lrt_kj,165206.0,1.0
2019-03-02,rail_lrt_ampang,134544.0,2.0
2019-03-02,rail_mrt_kajang,130713.0,3.0
2019-03-02,rail_monorail,33679.0,4.0
2019-03-03,rail_lrt_kj,137573.0,1.0
2019-03-03,rail_lrt_ampang,111588.0,2.0
2019-03-03,rail_mrt_kajang,108332.0,3.0
2019-03-03,rail_monorail,28642.0,4.0
2019-03-04,rail_lrt_kj,307273.0,1.0
2019-03-04,rail_lrt_ampang,197801.0,2.0
2019-03-04,rail_mrt_kajang,192865.0,3.0
2019-03-04,rail_monorail,32552.0,4.0
2019-03-05,rail_lrt_kj,314642.0,1.0
2019-03-05,rail_lrt_ampang,200357.0,2.0
2019-03-05,rail_mrt_kajang,193701.0,3.0
2019-03-05,rail_monorail,33206.0,4.0
2019-03-06,rail_lrt_kj,319435.0,1.0
2019-03-06,rail_lrt_ampang,203100.0,2.0
2019-03-06,rail_mrt_kajang,199792.0,3.0
2019-03-06,rail_monorail,33651.0,4.0
2019-03-07,rail_lrt_kj,319841.0,1.0
2019-03-07,rail_lrt_ampang,204283.0,2.0
2019-03-07,rail_mrt_kajang,199036.0,3.0
2019-03-07,rail_monorail,35364.0,4.0
2019-03-08,rail_lrt_kj,343280.0,1.0
2019-03-08,rail_lrt_ampang,223645.0,2.0
2019-03-08,rail_mrt_kajang,220947.0,3.0
2019-03-08,rail_monorail,39461.0,4.0
2019-03-09,rail_lrt_kj,159221.0,1.0
2019-03-09,rail_lrt_ampang,132857.0,2.0
2019-03-09,rail_mrt_kajang,126214.0,3.0
2019-03-09,rail_monorail,34063.0,4.0
2019-03-10,rail_lrt_kj,128440.0,1.0
2019-03-10,rail_lrt_ampang,109988.0,2.0
2019-03-10,rail_mrt_kajang,103224.0,3.0
2019-03-10,rail_monorail,27606.0,4.0
2019-03-11,rail_lrt_kj,310035.0,1.0
2019-03-11,rail_lrt_ampang,201798.0,2.0
2019-03-11,rail_mrt_kajang,192667.0,3.0
2019-03-11,rail_monorail,32928.0,4.0
2019-03-12,rail_lrt_kj,316228.0,1.0
2019-03-12,rail_lrt_ampang,200905.0,2.0
2019-03-12,rail_mrt_kajang,197370.0,3.0
2019-03-12,rail_monorail,33031.0,4.0
2019-03-13,rail_lrt_kj,315024.0,1.0
2019-03-13,rail_lrt_ampang,200456.0,2.0
2019-03-13,rail_mrt_kajang,197359.0,3.0
2019-03-13,rail_monorail,32369.0,4.0
2019-03-14,rail_lrt_kj,312119.0,1.0
2019-03-14,rail_lrt_ampang,201577.0,2.0
2019-03-14,rail_mrt_kajang,198948.0,3.0
2019-03-14,rail_monorail,32572.0,4.0
2019-03-15,rail_lrt_kj,334809.0,1.0
2019-03-15,rail_lrt_ampang,233271.0,2.0
2019-03-15,rail_mrt_kajang,211468.0,3.0
2019-03-15,rail_monorail,35659.0,4.0
2019-03-16,rail_lrt_kj,161990.0,1.0
2019-03-16,rail_lrt_ampang,160425.0,2.0
2019-03-16,rail_mrt_kajang,131162.0,3.0
2019-03-16,rail_monorail,34126.0,4.0
2019-03-17,rail_lrt_ampang,130314.0,1.0
2019-03-17,rail_lrt_kj,129970.0,2.0
2019-03-17,rail_mrt_kajang,104384.0,3.0
2019-03-17,rail_monorail,26051.0,4.0
2019-03-18,rail_lrt_kj,303053.0,1.0
2019-03-18,rail_lrt_ampang,197854.0,2.0
2019-03-18,rail_mrt_kajang,190320.0,3.0
2019-03-18,rail_monorail,32068.0,4.0
2019-03-19,rail_lrt_kj,310379.0,1.0
2019-03-19,rail_lrt_ampang,197216.0,2.0
2019-03-19,rail_mrt_kajang,192269.0,3.0
2019-03-19,rail_monorail,32345.0,4.0
2019-03-20,rail_lrt_kj,311704.0,1.0
2019-03-20,rail_lrt_ampang,200186.0,2.0
2019-03-20,rail_mrt_kajang,195318.0,3.0
2019-03-20,rail_monorail,32786.0,4.0
2019-03-21,rail_lrt_kj,316024.0,1.0
2019-03-21,rail_lrt_ampang,202089.0,2.0
2019-03-21,rail_mrt_kajang,198312.0,3.0
2019-03-21,rail_monorail,37280.0,4.0
2019-03-22,rail_lrt_kj,330716.0,1.0
2019-03-22,rail_lrt_ampang,218157.0,2.0
2019-03-22,rail_mrt_kajang,214748.0,3.0
2019-03-22,rail_monorail,35980.0,4.0
2019-03-23,rail_lrt_kj,152413.0,1.0
2019-03-23,rail_lrt_ampang,130663.0,2.0
2019-03-23,rail_mrt_kajang,123197.0,3.0
2019-03-23,rail_monorail,29100.0,4.0
2019-03-24,rail_lrt_kj,124368.0,1.0
2019-03-24,rail_lrt_ampang,104866.0,2.0
2019-03-24,rail_mrt_kajang,101601.0,3.0
2019-03-24,rail_monorail,24332.0,4.0
2019-03-25,rail_lrt_kj,297773.0,1.0
2019-03-25,rail_lrt_ampang,194363.0,2.0
2019-03-25,rail_mrt_kajang,190074.0,3.0
2019-03-25,rail_monorail,33848.0,4.0
2019-03-26,rail_lrt_kj,306973.0,1.0
2019-03-26,rail_lrt_ampang,194677.0,2.0
2019-03-26,rail_mrt_kajang,193744.0,3.0
2019-03-26,rail_monorail,33964.0,4.0
2019-03-27,rail_lrt_kj,309805.0,1.0
2019-03-27,rail_mrt_kajang,198920.0,2.0
2019-03-27,rail_lrt_ampang,198831.0,3.0
2019-03-27,rail_monorail,33891.0,4.0
2019-03-28,rail_lrt_kj,311555.0,1.0
2019-03-28,rail_lrt_ampang,199485.0,2.0
2019-03-28,rail_mrt_kajang,196676.0,3.0
2019-03-28,rail_monorail,35043.0,4.0
2019-03-29,rail_lrt_kj,340778.0,1.0
2019-03-29,rail_mrt_kajang,242298.0,2.0
2019-03-29,rail_lrt_ampang,238981.0,3.0
2019-03-29,rail_monorail,37946.0,4.0
2019-03-30,rail_lrt_kj,166120.0,1.0
2019-03-30,rail_lrt_ampang,152283.0,2.0
2019-03-30,rail_mrt_kajang,128946.0,3.0
2019-03-30,rail_monorail,31514.0,4.0
2019-03-31,rail_lrt_kj,134139.0,1.0
2019-03-31,rail_lrt_ampang,123681.0,2.0
2019-03-31,rail_mrt_kajang,104480.0,3.0
2019-03-31,rail_monorail,25965.0,4.0
2019-04-01,rail_lrt_kj,306373.0,1.0
2019-04-01,rail_lrt_ampang,205245.0,2.0
2019-04-01,rail_mrt_kajang,190815.0,3.0
2019-04-01,rail_monorail,31777.0,4.0
2019-04-02,rail_lrt_kj,317075.0,1.0
2019-04-02,rail_lrt_ampang,207847.0,2.0
2019-04-02,rail_mrt_kajang,197166.0,3.0
2019-04-02,rail_monorail,33265.0,4.0
2019-04-03,rail_lrt_kj,322013.0,1.0
2019-04-03,rail_lrt_ampang,211684.0,2.0
2019-04-03,rail_mrt_kajang,200319.0,3.0
2019-04-03,rail_monorail,32886.0,4.0
2019-04-04,rail_lrt_kj,322939.0,1.0
2019-04-04,rail_lrt_ampang,212319.0,2.0
2019-04-04,rail_mrt_kajang,201210.0,3.0
2019-04-04,rail_monorail,34392.0,4.0
2019-04-05,rail_lrt_kj,340221.0,1.0
2019-04-05,rail_lrt_ampang,229860.0,2.0
2019-04-05,rail_mrt_kajang,214867.0,3.0
2019-04-05,rail_monorail,39335.0,4.0
2019-04-06,rail_lrt_kj,172325.0,1.0
2019-04-06,rail_lrt_ampang,160353.0,2.0
2019-04-06,rail_mrt_kajang,130768.0,3.0
2019-04-06,rail_monorail,33828.0,4.0
2019-04-07,rail_lrt_kj,139908.0,1.0
2019-04-07,rail_lrt_ampang,130957.0,2.0
2019-04-07,rail_mrt_kajang,109808.0,3.0
2019-04-07,rail_monorail,29366.0,4.0
2019-04-08,rail_lrt_kj,312395.0,1.0
2019-04-08,rail_lrt_ampang,202323.0,2.0
2019-04-08,rail_mrt_kajang,194782.0,3.0
2019-04-08,rail_monorail,33474.0,4.0
2019-04-09,rail_lrt_kj,317200.0,1.0
2019-04-09,rail_lrt_ampang,200751.0,2.0
2019-04-09,rail_mrt_kajang,197901.0,3.0
2019-04-09,rail_monorail,32767.0,4.0
2019-04-10,rail_lrt_kj,318125.0,1.0
2019-04-10,rail_lrt_ampang,200386.0,2.0
2019-04-10,rail_mrt_kajang,198312.0,3.0
2019-04-10,rail_monorail,32572.0,4.0
2019-04-11,rail_lrt_kj,316672.0,1.0
2019-04-11,rail_lrt_ampang,201013.0,2.0
2019-04-11,rail_mrt_kajang,198606.0,3.0
2019-04-11,rail_monorail,32376.0,4.0
2019-04-12,rail_lrt_kj,333770.0,1.0
2019-04-12,rail_lrt_ampang,213747.0,2.0
2019-04-12,rail_mrt_kajang,209837.0,3.0
2019-04-12,rail_monorail,36728.0,4.0
2019-04-13,rail_lrt_kj,166605.0,1.0
2019-04-13,rail_lrt_ampang,155043.0,2.0
2019-04-13,rail_mrt_kajang,123642.0,3.0
2019-04-13,rail_monorail,31381.0,4.0
2019-04-14,rail_lrt_kj,137712.0,1.0
2019-04-14,rail_lrt_ampang,113787.0,2.0
2019-04-14,rail_mrt_kajang,107228.0,3.0
2019-04-14,rail_monorail,28599.0,4.0
2019-04-15,rail_lrt_kj,308053.0,1.0
2019-04-15,rail_lrt_ampang,200342.0,2.0
2019-04-15,rail_mrt_kajang,190762.0,3.0
2019-04-15,rail_monorail,33609.0,4.0
2019-04-16,rail_lrt_kj,313531.0,1.0
2019-04-16,rail_lrt_ampang,199017.0,2.0
2019-04-16,rail_mrt_kajang,192672.0,3.0
2019-04-16,rail_monorail,32443.0,4.0
2019-04-17,rail_lrt_kj,313730.0,1.0
2019-04-17,rail_lrt_ampang,198520.0,2.0
2019-04-17,rail_mrt_kajang,193438.0,3.0
2019-04-17,rail_monorail,32576.0,4.0
2019-04-18,rail_lrt_kj,316735.0,1.0
2019-04-18,rail_lrt_ampang,199315.0,2.0
2019-04-18,rail_mrt_kajang,194390.0,3.0
2019-04-18,rail_monorail,32675.0,4.0
2019-04-19,rail_lrt_kj,328474.0,1.0
2019-04-19,rail_lrt_ampang,209956.0,2.0
2019-04-19,rail_mrt_kajang,206110.0,3.0
2019-04-19,rail_monorail,38612.0,4.0
2019-04-20,rail_lrt_kj,153408.0,1.0
2019-04-20,rail_lrt_ampang,126409.0,2.0
2019-04-20,rail_mrt_kajang,120236.0,3.0
2019-04-20,rail_monorail,30547.0,4.0
2019-04-21,rail_lrt_kj,128759.0,1.0
2019-04-21,rail_lrt_ampang,108371.0,2.0
2019-04-21,rail_mrt_kajang,101519.0,3.0
2019-04-21,rail_monorail,26289.0,4.0
2019-04-22,rail_lrt_kj,303587.0,1.0
2019-04-22,rail_lrt_ampang,196368.0,2.0
2019-04-22,rail_mrt_kajang,187208.0,3.0
2019-04-22,rail_monorail,33991.0,4.0
2019-04-23,rail_lrt_kj,307655.0,1.0
2019-04-23,rail_lrt_ampang,194416.0,2.0
2019-04-23,rail_mrt_kajang,189231.0,3.0
2019-04-23,rail_monorail,31589.0,4.0
2019-04-24,rail_lrt_kj,314979.0,1.0
2019-04-24,rail_lrt_ampang,200264.0,2.0
2019-04-24,rail_mrt_kajang,198913.0,3.0
2019-04-24,rail_monorail,33584.0,4.0
2019-04-25,rail_lrt_kj,314855.0,1.0
2019-04-25,rail_lrt_ampang,201047.0,2.0
2019-04-25,rail_mrt_kajang,196071.0,3.0
2019-04-25,rail_monorail,34681.0,4.0
2019-04-26,rail_lrt_kj,328788.0,1.0
2019-04-26,rail_lrt_ampang,220087.0,2.0
2019-04-26,rail_mrt_kajang,211446.0,3.0
2019-04-26,rail_monorail,39144.0,4.0
2019-04-27,rail_lrt_kj,167022.0,1.0
2019-04-27,rail_lrt_ampang,148493.0,2.0
2019-04-27,rail_mrt_kajang,134471.0,3.0
2019-04-27,rail_monorail,34317.0,4.0
2019-04-28,rail_lrt_kj,132350.0,1.0
2019-04-28,rail_lrt_ampang,114793.0,2.0
2019-04-28,rail_mrt_kajang,106221.0,3.0
2019-04-28,rail_monorail,28466.0,4.0
2019-04-29,rail_lrt_kj,311052.0,1.0
2019-04-29,rail_lrt_ampang,201303.0,2.0
2019-04-29,rail_mrt_kajang,191921.0,3.0
2019-04-29,rail_monorail,35497.0,4.0
2019-04-30,rail_lrt_kj,322908.0,1.0
2019-04-30,rail_lrt_ampang,207805.0,2.0
2019-04-30,rail_mrt_kajang,204609.0,3.0
2019-04-30,rail_monorail,39020.0,4.0
2019-05-01,rail_lrt_kj,154302.0,1.0
2019-05-01,rail_mrt_kajang,135733.0,2.0
2019-05-01,rail_lrt_ampang,135451.0,3.0
2019-05-01,rail_monorail,35264.0,4.0
2019-05-02,rail_lrt_kj,328376.0,1.0
2019-05-02,rail_lrt_ampang,213318.0,2.0
2019-05-02,rail_mrt_kajang,203184.0,3.0
2019-05-02,rail_monorail,37180.0,4.0
2019-05-03,rail_lrt_kj,346726.0,1.0
2019-05-03,rail_lrt_ampang,229453.0,2.0
2019-05-03,rail_mrt_kajang,217969.0,3.0
2019-05-03,rail_monorail,40923.0,4.0
2019-05-04,rail_lrt_kj,165331.0,1.0
2019-05-04,rail_lrt_ampang,149913.0,2.0
2019-05-04,rail_mrt_kajang,128447.0,3.0
2019-05-04,rail_monorail,33327.0,4.0
2019-05-05,rail_lrt_kj,129839.0,1.0
2019-05-05,rail_lrt_ampang,119501.0,2.0
2019-05-05,rail_mrt_kajang,106250.0,3.0
2019-05-05,rail_monorail,27341.0,4.0
2019-05-06,rail_lrt_kj,293625.0,1.0
2019-05-06,rail_lrt_ampang,193188.0,2.0
2019-05-06,rail_mrt_kajang,184983.0,3.0
2019-05-06,rail_monorail,29534.0,4.0
2019-05-07,rail_lrt_kj,306966.0,1.0
2019-05-07,rail_lrt_ampang,200326.0,2.0
2019-05-07,rail_mrt_kajang,191637.0,3.0
2019-05-07,rail_monorail,30220.0,4.0
2019-05-08,rail_lrt_kj,308408.0,1.0
2019-05-08,rail_lrt_ampang,199550.0,2.0
2019-05-08,rail_mrt_kajang,194259.0,3.0
2019-05-08,rail_monorail,30088.0,4.0
2019-05-09,rail_lrt_kj,309213.0,1.0
2019-05-09,rail_lrt_ampang,200581.0,2.0
2019-05-09,rail_mrt_kajang,195436.0,3.0
2019-05-09,rail_monorail,28430.0,4.0
2019-05-10,rail_lrt_kj,323111.0,1.0
2019-05-10,rail_lrt_ampang,212807.0,2.0
2019-05-10,rail_mrt_kajang,209094.0,3.0
2019-05-10,rail_monorail,32359.0,4.0
2019-05-11,rail_lrt_kj,135841.0,1.0
2019-05-11,rail_lrt_ampang,120057.0,2.0
2019-05-11,rail_mrt_kajang,106596.0,3.0
2019-05-11,rail_monorail,25101.0,4.0
2019-05-12,rail_lrt_kj,112571.0,1.0
2019-05-12,rail_lrt_ampang,102042.0,2.0
2019-05-12,rail_mrt_kajang,90511.0,3.0
2019-05-12,rail_monorail,21829.0,4.0
2019-05-13,rail_lrt_kj,302425.0,1.0
2019-05-13,rail_lrt_ampang,195651.0,2.0
2019-05-13,rail_mrt_kajang,189235.0,3.0
2019-05-13,rail_monorail,29371.0,4.0
2019-05-14,rail_lrt_kj,308101.0,1.0
2019-05-14,rail_lrt_ampang,198640.0,2.0
2019-05-14,rail_mrt_kajang,192921.0,3.0
2019-05-14,rail_monorail,29935.0,4.0
2019-05-15,rail_lrt_kj,311313.0,1.0
2019-05-15,rail_lrt_ampang,200154.0,2.0
2019-05-15,rail_mrt_kajang,194298.0,3.0
2019-05-15,rail_monorail,29663.0,4.0
2019-05-16,rail_lrt_kj,311273.0,1.0
2019-05-16,rail_lrt_ampang,203075.0,2.0
2019-05-16,rail_mrt_kajang,195710.0,3.0
